date,year,month,month_name,day_of_week,age,age_group,gender,race,threat_level,flee,armed,armed_status,manner_of_death,signs_of_mental_illness,body_camera,state,city
2017-02-05,2017,2,February,Sunday,41.0,36-45,M,B,attack,Not fleeing,unknown weapon,Armed,shot,True,True,OH,Englewood
2017-02-05,2017,2,February,Sunday,33.0,26-35,M,H,other,Not fleeing,vehicle,Armed,shot,False,True,CO,Pueblo
2017-02-06,2017,2,February,Monday,22.0,18-25,M,B,attack,Not fleeing,toy weapon,Armed,shot,False,False,FL,Jacksonville
2017-02-06,2017,2,February,Monday,50.0,46-55,M,B,other,Not fleeing,gun,Armed,shot,False,False,CO,Commerce City
2017-02-06,2017,2,February,Monday,52.0,46-55,M,H,attack,Foot,knife,Armed,shot and Tasered,True,False,CA,Santa Monica
2017-02-07,2017,2,February,Tuesday,18.0,18-25,M,W,other,Not fleeing,piece of wood,Armed,shot and Tasered,False,False,AL,Jackson County
2017-02-07,2017,2,February,Tuesday,35.0,26-35,M,W,attack,Car,unknown weapon,Armed,shot,True,False,TN,Mt. Pleasant
2017-02-07,2017,2,February,Tuesday,18.0,18-25,M,B,other,Other,gun,Armed,shot,False,True,MD,Baltimore
2017-02-07,2017,2,February,Tuesday,34.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OH,Howland Township
2017-02-07,2017,2,February,Tuesday,51.0,46-55,M,W,other,,vehicle,Armed,shot,False,False,KY,Richmond
2017-02-08,2017,2,February,Wednesday,29.0,26-35,M,W,other,Not fleeing,gun,Armed,shot,False,False,IN,Brookville
2017-02-08,2017,2,February,Wednesday,34.0,26-35,M,N,other,,knife,Armed,shot,False,False,OK,Anadarko
2017-02-08,2017,2,February,Wednesday,25.0,18-25,M,B,other,Foot,unarmed,Unarmed/Unknown,shot,False,False,IL,Chicago
2017-02-09,2017,2,February,Thursday,26.0,26-35,M,W,undetermined,Not fleeing,unarmed,Unarmed/Unknown,shot and Tasered,False,False,OH,Geneva Township
2017-02-09,2017,2,February,Thursday,33.0,26-35,M,H,other,Not fleeing,knife,Armed,shot and Tasered,True,False,WA,Lake Stevens
2017-02-09,2017,2,February,Thursday,17.0,<18,M,B,undetermined,Foot,toy weapon,Armed,shot,False,False,OR,Portland
2017-02-09,2017,2,February,Thursday,,,M,,undetermined,,undetermined,Unarmed/Unknown,shot,False,False,NM,Crownpoint
2017-02-10,2017,2,February,Friday,25.0,18-25,M,W,other,Foot,knife,Armed,shot,False,False,WA,Vancouver
2017-02-10,2017,2,February,Friday,31.0,26-35,M,B,other,Foot,gun,Armed,shot,False,False,TN,Nashville
2017-02-10,2017,2,February,Friday,25.0,18-25,M,W,other,,vehicle,Armed,shot,False,False,ME,Vassalboro
2017-02-10,2017,2,February,Friday,18.0,18-25,F,W,other,,unarmed,Unarmed/Unknown,shot,False,False,ME,Vassalboro
2017-02-10,2017,2,February,Friday,55.0,46-55,F,W,attack,Not fleeing,knife,Armed,shot and Tasered,True,False,IL,Chicago
2017-02-10,2017,2,February,Friday,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OK,Bethany
2017-02-10,2017,2,February,Friday,25.0,18-25,M,B,attack,Other,gun,Armed,shot,False,True,NC,Greensboro
2017-02-10,2017,2,February,Friday,23.0,18-25,M,B,undetermined,Foot,gun,Armed,shot,False,False,NJ,Bridgeton
2017-02-11,2017,2,February,Saturday,37.0,36-45,M,W,other,Not fleeing,gun,Armed,shot,False,False,SC,Greenville
2017-02-11,2017,2,February,Saturday,33.0,26-35,M,A,other,Car,vehicle,Armed,shot,False,False,HI,Aiea
2017-02-11,2017,2,February,Saturday,27.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MO,Kansas City
2017-02-11,2017,2,February,Saturday,32.0,26-35,M,W,attack,Not fleeing,metal stick,Armed,shot,True,True,KY,Louisville
2017-02-12,2017,2,February,Sunday,,,M,,other,Other,vehicle,Armed,shot,False,False,TX,Terrell
2017-02-12,2017,2,February,Sunday,31.0,26-35,M,B,other,Other,gun,Armed,shot,False,False,NC,Durham
2017-02-12,2017,2,February,Sunday,26.0,26-35,M,H,other,Foot,knife,Armed,shot,True,False,CA,Santa Barbara
2017-02-13,2017,2,February,Monday,32.0,26-35,M,W,attack,Car,vehicle,Armed,shot,False,False,TN,Knoxville
2017-02-13,2017,2,February,Monday,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Golden Shores
2017-02-13,2017,2,February,Monday,19.0,18-25,M,B,attack,Other,unarmed,Unarmed/Unknown,shot,False,False,MI,Detroit
2017-02-14,2017,2,February,Tuesday,53.0,46-55,M,W,other,Not fleeing,knife,Armed,shot,True,False,OH,Columbus
2017-02-14,2017,2,February,Tuesday,35.0,26-35,M,W,other,Other,vehicle,Armed,shot,False,False,IN,Vincennes
2017-02-14,2017,2,February,Tuesday,64.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,IN,Shelbyville
2017-02-15,2017,2,February,Wednesday,24.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,NC,Durham
2017-02-15,2017,2,February,Wednesday,33.0,26-35,M,W,other,Not fleeing,knife,Armed,shot,False,False,MO,Cape Girardeau
2017-02-15,2017,2,February,Wednesday,55.0,46-55,M,H,attack,Not fleeing,unknown weapon,Armed,shot,False,False,CA,Newman
2017-02-16,2017,2,February,Thursday,17.0,<18,M,B,attack,Foot,gun,Armed,shot,False,False,NY,Brooklyn
2017-02-16,2017,2,February,Thursday,48.0,46-55,M,H,attack,Not fleeing,gun,Armed,shot,False,False,TX,San Antonio
2017-02-16,2017,2,February,Thursday,21.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,CA,Gardena
2017-02-16,2017,2,February,Thursday,22.0,18-25,M,,other,Not fleeing,gun,Armed,shot,False,False,CA,Douglas City
2017-02-17,2017,2,February,Friday,30.0,26-35,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,True,TX,Grand Prarie
2017-02-17,2017,2,February,Friday,34.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,True,False,OK,Tulsa
2017-02-17,2017,2,February,Friday,35.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,AK,Big Lake
2017-02-17,2017,2,February,Friday,32.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Oakland
2017-02-18,2017,2,February,Saturday,22.0,18-25,M,B,other,Not fleeing,toy weapon,Armed,shot,True,False,ME,Portland
2017-02-18,2017,2,February,Saturday,46.0,46-55,M,B,attack,Not fleeing,gun,Armed,shot,False,False,NC,Efland
2017-02-19,2017,2,February,Sunday,27.0,26-35,M,B,attack,Not fleeing,knife,Armed,shot,False,False,OH,Kent
2017-02-19,2017,2,February,Sunday,18.0,18-25,M,H,attack,Foot,toy weapon,Armed,shot,False,False,NY,New York
2017-02-19,2017,2,February,Sunday,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AR,Bull Shoals
2017-02-19,2017,2,February,Sunday,26.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Tucson
2017-02-20,2017,2,February,Monday,27.0,26-35,M,W,attack,Not fleeing,vehicle,Armed,shot,False,False,MO,St. Joseph
2017-02-20,2017,2,February,Monday,26.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot and Tasered,False,False,FL,Brooksville
2017-02-21,2017,2,February,Tuesday,51.0,46-55,M,W,other,Not fleeing,gun,Armed,shot,True,False,OR,Beaverton
2017-02-21,2017,2,February,Tuesday,63.0,56-65,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MO,St. Louis
2017-02-21,2017,2,February,Tuesday,38.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,True,UT,Roy
2017-02-21,2017,2,February,Tuesday,25.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,True,UT,Ogden
2017-02-21,2017,2,February,Tuesday,39.0,36-45,M,H,other,Other,gun,Armed,shot,False,False,CO,Colorado Springs
2017-02-22,2017,2,February,Wednesday,41.0,36-45,M,B,attack,Not fleeing,knife,Armed,shot,False,False,TX,Conroe
2017-02-22,2017,2,February,Wednesday,26.0,26-35,M,W,other,Not fleeing,knife,Armed,shot,True,False,WV,Princeton
2017-02-22,2017,2,February,Wednesday,30.0,26-35,F,B,other,Car,knife,Armed,shot,True,False,TX,Austin
2017-02-23,2017,2,February,Thursday,33.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,KS,Newton
2017-02-23,2017,2,February,Thursday,54.0,46-55,M,,attack,Not fleeing,gun,Armed,shot,False,False,OK,Fairfax
2017-02-23,2017,2,February,Thursday,38.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OH,Columbus
2017-02-23,2017,2,February,Thursday,24.0,18-25,M,H,other,Foot,gun,Armed,shot,False,False,NV,Reno
2017-02-23,2017,2,February,Thursday,47.0,46-55,M,B,attack,Foot,gun,Armed,shot,False,True,DC,Washington
2017-02-24,2017,2,February,Friday,62.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,PA,Reading
2017-02-24,2017,2,February,Friday,30.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,KY,London
2017-02-24,2017,2,February,Friday,33.0,26-35,F,W,attack,Car,gun,Armed,shot,False,False,TX,Lake Jackson
2017-02-25,2017,2,February,Saturday,23.0,18-25,M,B,attack,Foot,toy weapon,Armed,shot,False,False,CA,Rocklin
2017-02-25,2017,2,February,Saturday,39.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,GA,Lumpkin
2017-02-26,2017,2,February,Sunday,,,M,W,other,Not fleeing,knife,Armed,shot,False,False,FL,Englewood
2017-02-26,2017,2,February,Sunday,46.0,46-55,F,W,other,Car,vehicle,Armed,shot,False,False,CA,Ripon
2017-02-26,2017,2,February,Sunday,36.0,36-45,M,W,other,Not fleeing,gun,Armed,shot,True,False,UT,Aragonite
2017-02-26,2017,2,February,Sunday,66.0,66+,M,W,other,Car,gun,Armed,shot,False,False,FL,Floral City
2017-02-27,2017,2,February,Monday,27.0,26-35,M,W,attack,Foot,gun,Armed,shot,True,False,NC,Shelby
2017-02-27,2017,2,February,Monday,40.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WI,Corning
2017-02-28,2017,2,February,Tuesday,25.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,TX,Houston
2017-02-28,2017,2,February,Tuesday,20.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,FL,Orlando
2017-02-28,2017,2,February,Tuesday,43.0,36-45,M,,undetermined,Not fleeing,,Unknown,shot,True,False,LA,Houma
2017-03-01,2017,3,March,Wednesday,40.0,36-45,M,B,attack,Not fleeing,knife,Armed,shot,False,True,TX,Lufkin
2017-03-02,2017,3,March,Thursday,33.0,26-35,M,W,attack,Not fleeing,unknown weapon,Armed,shot,True,False,WI,Rib Mountain
2017-03-02,2017,3,March,Thursday,34.0,26-35,M,H,other,Not fleeing,baseball bat,Armed,shot,False,False,CA,San Marcos
2017-03-02,2017,3,March,Thursday,27.0,26-35,M,H,attack,Not fleeing,toy weapon,Armed,shot,False,False,AZ,Phoenix
2017-03-02,2017,3,March,Thursday,25.0,18-25,M,H,undetermined,,undetermined,Unarmed/Unknown,shot,False,False,NV,Reno
2017-03-02,2017,3,March,Thursday,37.0,36-45,M,H,other,Not fleeing,knife,Armed,shot,True,False,NJ,Paterson
2017-03-03,2017,3,March,Friday,32.0,26-35,M,W,other,Not fleeing,gun,Armed,shot,True,False,CO,Englewood
2017-03-03,2017,3,March,Friday,25.0,18-25,M,N,attack,Not fleeing,toy weapon,Armed,shot,False,False,CA,Lemoore
2017-03-04,2017,3,March,Saturday,38.0,36-45,M,W,attack,Car,vehicle,Armed,shot,False,True,OK,Oklahoma City
2017-03-04,2017,3,March,Saturday,50.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,SC,Fountain Inn
2017-03-04,2017,3,March,Saturday,70.0,66+,M,H,other,Not fleeing,pipe,Armed,shot and Tasered,False,False,CA,Los Angeles
2017-03-04,2017,3,March,Saturday,26.0,26-35,M,W,other,Foot,metal object,Armed,shot,False,False,CA,Cabazon
2017-03-07,2017,3,March,Tuesday,,,M,W,other,Car,vehicle,Armed,shot,False,False,OH,Medina
2017-03-07,2017,3,March,Tuesday,41.0,36-45,M,B,other,Not fleeing,sharp object,Armed,shot and Tasered,False,False,CA,Ladera Heights
2017-03-08,2017,3,March,Wednesday,91.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,False,False,PA,Union Township
2017-03-08,2017,3,March,Wednesday,,,M,,other,Not fleeing,knife,Armed,shot,False,False,CA,Riverside
2017-03-08,2017,3,March,Wednesday,25.0,18-25,M,W,other,Not fleeing,gun,Armed,shot,True,False,NC,Charlotte
2017-03-09,2017,3,March,Thursday,24.0,18-25,M,H,other,,knife,Armed,shot and Tasered,True,False,CA,Santa Clara
2017-03-09,2017,3,March,Thursday,29.0,26-35,M,W,other,Not fleeing,baseball bat and bottle,Armed,shot,True,False,CA,Huntington Beach
2017-03-10,2017,3,March,Friday,40.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,CA,Escondido
2017-03-11,2017,3,March,Saturday,51.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,Midlothian
2017-03-11,2017,3,March,Saturday,30.0,26-35,M,B,attack,,gun,Armed,shot,False,False,LA,East Baton Rouge
2017-03-12,2017,3,March,Sunday,33.0,26-35,M,H,other,Not fleeing,knife,Armed,shot and Tasered,True,False,CA,Orange
2017-03-12,2017,3,March,Sunday,28.0,26-35,M,H,attack,Foot,knife,Armed,shot,False,True,WA,Bellingham
2017-03-13,2017,3,March,Monday,23.0,18-25,M,B,other,,vehicle,Armed,shot,False,True,OH,Euclid
2017-03-13,2017,3,March,Monday,23.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,True,False,CA,Napa
2017-03-13,2017,3,March,Monday,20.0,18-25,M,B,other,Other,vehicle,Armed,shot,False,True,MD,Woodlawn
2017-03-14,2017,3,March,Tuesday,56.0,56-65,M,W,attack,,unarmed,Unarmed/Unknown,shot,True,False,NJ,Toms River
2017-03-14,2017,3,March,Tuesday,36.0,36-45,M,W,attack,Not fleeing,vehicle,Armed,shot,False,False,WA,Fife
2017-03-14,2017,3,March,Tuesday,18.0,18-25,M,W,attack,Not fleeing,unknown weapon,Armed,shot,False,False,CO,Westminster
2017-03-14,2017,3,March,Tuesday,43.0,36-45,M,W,attack,,gun,Armed,shot,False,False,FL,Panama City Beach
2017-03-14,2017,3,March,Tuesday,16.0,<18,F,H,other,,unarmed,Unarmed/Unknown,shot,False,False,CA,Hayward
2017-03-15,2017,3,March,Wednesday,29.0,26-35,M,B,other,Not fleeing,gun,Armed,shot,False,False,MN,St. Paul
2017-03-15,2017,3,March,Wednesday,25.0,18-25,M,W,other,Car,vehicle,Armed,shot,False,False,AZ,Phoenix
2017-03-16,2017,3,March,Thursday,34.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MI,Warren
2017-03-16,2017,3,March,Thursday,32.0,26-35,M,B,other,Not fleeing,gun,Armed,shot,False,False,WI,Milwaukee
2017-03-16,2017,3,March,Thursday,32.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot and Tasered,False,False,NC,Fayetteville
2017-03-16,2017,3,March,Thursday,58.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,True,False,FL,Deltona
2017-03-16,2017,3,March,Thursday,36.0,36-45,M,B,attack,Not fleeing,vehicle,Armed,shot,True,True,TN,Alamo
2017-03-17,2017,3,March,Friday,25.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,False,False,ME,Presque Isle
2017-03-17,2017,3,March,Friday,59.0,56-65,F,W,attack,Not fleeing,toy weapon,Armed,shot,True,False,TN,Lakeland
2017-03-17,2017,3,March,Friday,25.0,18-25,M,B,other,Not fleeing,knife,Armed,shot and Tasered,True,False,CA,Chico
2017-03-18,2017,3,March,Saturday,25.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,KS,Wichita
2017-03-18,2017,3,March,Saturday,42.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,ID,Boise
2017-03-18,2017,3,March,Saturday,36.0,36-45,M,W,other,Car,vehicle,Armed,shot,False,False,GA,Cedartown
2017-03-19,2017,3,March,Sunday,59.0,56-65,M,W,attack,Other,gun,Armed,shot,False,False,MO,Affton
2017-03-19,2017,3,March,Sunday,21.0,18-25,F,B,other,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,FL,Gifford
2017-03-19,2017,3,March,Sunday,19.0,18-25,M,W,attack,Foot,gun,Armed,shot,False,False,FL,Cape Canaveral
2017-03-19,2017,3,March,Sunday,45.0,36-45,M,H,other,Car,gun,Armed,shot,True,False,FL,DeLand
2017-03-19,2017,3,March,Sunday,,,M,,attack,Not fleeing,knife,Armed,shot,False,False,CA,Desert Edge
2017-03-22,2017,3,March,Wednesday,42.0,36-45,M,W,other,Not fleeing,knife,Armed,shot,False,False,KY,Booneville
2017-03-22,2017,3,March,Wednesday,27.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,LA,Crowley
2017-03-22,2017,3,March,Wednesday,45.0,36-45,M,A,attack,,gun,Armed,shot,False,False,WI,Weston
2017-03-23,2017,3,March,Thursday,,,M,B,other,Not fleeing,machete,Armed,shot,True,False,WA,Des Moines
2017-03-23,2017,3,March,Thursday,42.0,36-45,M,B,attack,Car,knife,Armed,shot,False,False,AR,Sheridan
2017-03-23,2017,3,March,Thursday,24.0,18-25,M,H,attack,Not fleeing,knife,Armed,shot,False,False,AZ,Phoenix
2017-03-24,2017,3,March,Friday,39.0,36-45,M,B,other,Not fleeing,knife,Armed,shot,True,True,MD,Baltimore
2017-03-24,2017,3,March,Friday,18.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Cottonwood
2017-03-24,2017,3,March,Friday,26.0,26-35,M,H,other,Foot,gun,Armed,shot,False,False,TX,Cisco
2017-03-25,2017,3,March,Saturday,35.0,26-35,M,H,other,Foot,gun,Armed,shot,False,False,CA,Los Angeles
2017-03-26,2017,3,March,Sunday,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Anderson
2017-03-26,2017,3,March,Sunday,56.0,56-65,M,W,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,True,False,FL,Delray Beach
2017-03-26,2017,3,March,Sunday,54.0,46-55,M,W,attack,Foot,gun,Armed,shot,False,False,AR,Little Rock
2017-03-26,2017,3,March,Sunday,36.0,36-45,M,W,attack,Other,gun,Armed,shot,False,False,AK,Wasilla
2017-03-27,2017,3,March,Monday,51.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TN,Lewisburg
2017-03-27,2017,3,March,Monday,45.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,MS,Columbus
2017-03-27,2017,3,March,Monday,28.0,26-35,M,W,other,Not fleeing,knife,Armed,shot,False,True,MD,Montgomery Village
2017-03-28,2017,3,March,Tuesday,36.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,IN,Lafayette
2017-03-28,2017,3,March,Tuesday,73.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MI,Manistee
2017-03-29,2017,3,March,Wednesday,26.0,26-35,M,W,other,Not fleeing,gun,Armed,shot,False,False,TN,Chattanooga
2017-03-29,2017,3,March,Wednesday,41.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,IL,Stockton
2017-03-29,2017,3,March,Wednesday,59.0,56-65,M,W,attack,Car,gun,Armed,shot,False,False,OK,Byars
2017-03-29,2017,3,March,Wednesday,28.0,26-35,M,B,other,Car,vehicle,Armed,shot,False,False,DE,New Castle
2017-03-29,2017,3,March,Wednesday,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,KY,Lawrenceburg
2017-03-29,2017,3,March,Wednesday,27.0,26-35,M,W,other,Car,vehicle,Armed,shot,False,False,TX,Whitewright
2017-03-30,2017,3,March,Thursday,46.0,46-55,M,W,other,Car,vehicle,Armed,shot,False,False,NJ,Cranbury Township
2017-04-01,2017,4,April,Saturday,,,M,,attack,Foot,gun,Armed,shot,False,False,FL,Cantonment
2017-04-01,2017,4,April,Saturday,30.0,26-35,M,A,other,,knife,Armed,shot,False,False,LA,New Iberia
2017-04-03,2017,4,April,Monday,46.0,46-55,M,H,other,Not fleeing,vehicle,Armed,shot and Tasered,False,True,SC,Pendleton
2017-04-04,2017,4,April,Tuesday,47.0,46-55,M,H,other,Foot,unarmed,Unarmed/Unknown,shot,False,False,CA,Bakersfield
2017-04-04,2017,4,April,Tuesday,32.0,26-35,M,H,attack,Car,vehicle,Armed,shot,False,False,TX,Houston
2017-04-04,2017,4,April,Tuesday,65.0,56-65,M,W,attack,Car,gun,Armed,shot,False,False,CA,Napa
2017-04-05,2017,4,April,Wednesday,19.0,18-25,M,H,attack,Car,gun,Armed,shot,False,False,IN,Goshen
2017-04-05,2017,4,April,Wednesday,22.0,18-25,M,W,other,,vehicle,Armed,shot,False,False,AR,Little Rock
2017-04-06,2017,4,April,Thursday,39.0,36-45,M,B,attack,Not fleeing,toy weapon,Armed,shot,True,False,OH,Westerville
2017-04-06,2017,4,April,Thursday,38.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OH,Madison Township
2017-04-06,2017,4,April,Thursday,68.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Bradenton
2017-04-06,2017,4,April,Thursday,49.0,46-55,M,B,attack,Not fleeing,gun,Armed,shot,False,False,FL,Largo
2017-04-06,2017,4,April,Thursday,37.0,36-45,M,B,attack,Not fleeing,gun,Armed,shot,False,False,NJ,Newark
2017-04-07,2017,4,April,Friday,33.0,26-35,M,A,attack,Car,gun,Armed,shot,False,False,SD,Kyle
2017-04-08,2017,4,April,Saturday,25.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,False,False,WI,Eau Claire
2017-04-09,2017,4,April,Sunday,36.0,36-45,M,H,attack,Not fleeing,knife,Armed,shot,False,False,CA,Santa Paula
2017-04-09,2017,4,April,Sunday,36.0,36-45,M,,other,Not fleeing,gun,Armed,shot,False,False,CA,Ontario
2017-04-10,2017,4,April,Monday,30.0,26-35,M,W,other,Not fleeing,gun,Armed,shot,False,False,OH,Cleveland
2017-04-10,2017,4,April,Monday,39.0,36-45,M,,other,Foot,gun,Armed,shot,False,True,TX,Houston
2017-04-12,2017,4,April,Wednesday,28.0,26-35,M,B,other,Not fleeing,gun,Armed,shot,False,False,CA,Los Angeles
2017-04-13,2017,4,April,Thursday,28.0,26-35,M,W,other,Not fleeing,vehicle,Armed,shot,False,False,AZ,Avondale
2017-04-13,2017,4,April,Thursday,25.0,18-25,M,W,attack,Car,gun,Armed,shot,False,False,KS,Udall
2017-04-13,2017,4,April,Thursday,57.0,56-65,M,,undetermined,,undetermined,Unarmed/Unknown,shot,False,False,CT,Suffield
2017-04-14,2017,4,April,Friday,35.0,26-35,M,W,other,Car,gun,Armed,shot,False,False,WA,Spanaway
2017-04-14,2017,4,April,Friday,24.0,18-25,M,N,other,Not fleeing,knife,Armed,shot,False,False,ND,Mandan
2017-04-14,2017,4,April,Friday,,,M,,attack,Not fleeing,gun,Armed,shot,True,False,NJ,Paterson
2017-04-15,2017,4,April,Saturday,33.0,26-35,M,B,attack,,gun,Armed,shot,False,False,AR,West Memphis
2017-04-15,2017,4,April,Saturday,56.0,56-65,M,W,other,Not fleeing,knife,Armed,shot,False,False,CA,Newport Beach
2017-04-15,2017,4,April,Saturday,56.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OH,Colebrook Township
2017-04-15,2017,4,April,Saturday,16.0,<18,M,H,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,True,CA,Fresno
2017-04-16,2017,4,April,Sunday,47.0,46-55,M,W,other,Not fleeing,gun,Armed,shot,False,False,MN,Vadnais Heights
2017-04-17,2017,4,April,Monday,33.0,26-35,M,W,other,Car,vehicle,Armed,shot,False,False,TN,Clarksville
2017-04-18,2017,4,April,Tuesday,32.0,26-35,M,W,attack,Car,vehicle,Armed,shot,False,False,WV,Brandywine
2017-04-19,2017,4,April,Wednesday,21.0,18-25,M,B,attack,Other,gun,Armed,shot,False,True,DE,Wilmington
2017-04-20,2017,4,April,Thursday,64.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OK,Logan County
2017-04-20,2017,4,April,Thursday,19.0,18-25,M,B,attack,,gun,Armed,shot,False,False,WA,Seattle
2017-04-20,2017,4,April,Thursday,55.0,46-55,M,H,other,,knife,Armed,shot and Tasered,False,False,TX,San Antonio
2017-04-20,2017,4,April,Thursday,,,M,H,attack,Not fleeing,gun,Armed,shot,False,False,SC,Hardeeville
2017-04-20,2017,4,April,Thursday,25.0,18-25,M,H,other,Car,vehicle,Armed,shot,False,False,AZ,Glendale
2017-04-20,2017,4,April,Thursday,17.0,<18,F,W,undetermined,Car,unarmed,Unarmed/Unknown,shot,False,False,AZ,Glendale
2017-04-21,2017,4,April,Friday,25.0,18-25,M,W,other,Not fleeing,gun,Armed,shot,True,False,OR,West Linn
2017-04-22,2017,4,April,Saturday,43.0,36-45,M,A,attack,Foot,hatchet and gun,Armed,shot,False,False,CA,Yuba City
2017-04-22,2017,4,April,Saturday,39.0,36-45,M,B,other,Not fleeing,vehicle,Armed,shot,True,False,IN,Portage
2017-04-22,2017,4,April,Saturday,24.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,True,False,OH,Hamilton
2017-04-23,2017,4,April,Sunday,70.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Prescott
2017-04-24,2017,4,April,Monday,15.0,<18,M,,attack,Not fleeing,gun,Armed,shot,False,False,TX,Killeen
2017-04-24,2017,4,April,Monday,79.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,True,False,PA,Stewartstown
2017-04-24,2017,4,April,Monday,16.0,<18,M,B,other,Foot,gun,Armed,shot,False,True,TX,Houston
2017-04-24,2017,4,April,Monday,35.0,26-35,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,OR,Wolf Creek
2017-04-25,2017,4,April,Tuesday,24.0,18-25,M,,other,Car,gun,Armed,shot,False,False,NJ,Newark
2017-04-25,2017,4,April,Tuesday,53.0,46-55,M,H,attack,,gun,Armed,shot,True,True,TX,Fort Worth
2017-04-25,2017,4,April,Tuesday,20.0,18-25,M,H,other,Car,vehicle,Armed,shot,False,False,CA,Bellflower
2017-04-25,2017,4,April,Tuesday,27.0,26-35,M,B,other,Not fleeing,knife,Armed,shot and Tasered,False,False,GA,Lizella
2017-04-26,2017,4,April,Wednesday,57.0,56-65,M,B,other,Not fleeing,Taser,Armed,shot and Tasered,False,False,FL,Jacksonville
2017-04-26,2017,4,April,Wednesday,53.0,46-55,M,W,undetermined,,undetermined,Unarmed/Unknown,shot,False,False,PA,Lewistown
2017-04-26,2017,4,April,Wednesday,32.0,26-35,M,W,other,Car,vehicle,Armed,shot,False,False,OH,Columbus
2017-04-27,2017,4,April,Thursday,26.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,DE,Middletown
2017-04-27,2017,4,April,Thursday,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,SD,Rapid City
2017-04-28,2017,4,April,Friday,32.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,GA,Atlanta
2017-04-28,2017,4,April,Friday,25.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,San Mateo
